EVENT_id,EVENT_activity,EVENT_geo-location,EVENT_id,EVENT_satisfaction,EVENT_text_associated,EVENT_timestamp,JOURNEY_Sales_store_attribution,JOURNEY_cost,JOURNEY_id,JOURNEY_satisfaction,JOURNEY_success,JOURNEY_textual_feedback,CUSTOMER_address,CUSTOMER_country,CUSTOMER_email,CUSTOMER_favorite_color,CUSTOMER_first_name,CUSTOMER_gender,CUSTOMER_id,CUSTOMER_last_name,CUSTOMER_member_since,CUSTOMER_subscription_plan,CUSTOMER_url
b5f9ac72-1822-4e3b-840c-e5161157beaf,D,,b5f9ac72-1822-4e3b-840c-e5161157beaf,high,,1972-06-12 21:53:13,store b,464.32,4e732284-3829-4b37-91de-459b6d029780,very low,0.0,"Wall house number toward. Truth life who also yes heart decide.
Indeed why truth. Consumer nor his character. Use visit particular.
Customer loss a wrong. Care performance voice action a.","0522 Roth Summit
New Stephanie, SC 40606",Dominican Republic,dchambers@gmail.com,DarkGoldenRod,Andrew,,b83232b6-ca18-4168-9b49-a33c2e565dce,Roth,1985,plan B,
c8549f0c-1733-43e2-9b27-9292bd4acea9,o,,c8549f0c-1733-43e2-9b27-9292bd4acea9,low,,1976-10-23 19:45:21,,122.46,4d917d8d-bb02-422e-a6df-2ef095ff2499,neutral,0.0,,"63192 Joshua Greens
Burgessville, MN 27054",Latvia,hwilliams@hotmail.com,SaddleBrown,Karl,female,b3415568-88dc-44aa-afe4-7502e85a291c,Ortiz,2007,plan A,https://shannon.com/
33c9929c-0f0c-44a2-bd28-34dc90e55ae1,b,,33c9929c-0f0c-44a2-bd28-34dc90e55ae1,low,,1994-02-03 00:39:35,store c,471.23,7ac66256-d273-4e5b-84f2-47f3177e6364,high,1.0,,"026 Mindy Highway
South Ryan, VT 80039",Lebanon,penadonna@yahoo.com,,Rachel,male,32e8aedb-f9e0-4f20-bf41-cb84136c5f5f,Murray,1973,plan A,http://peterson-keller.com/
9e581b44-9895-483a-91b9-7547a3c1d128,U,,9e581b44-9895-483a-91b9-7547a3c1d128,neutral,,1994-09-12 01:54:59,store c,299.23,e75eac36-b8a0-4d2a-8597-4f4ad33e8f90,very high,1.0,,"1965 James Highway Apt. 607
East Ashley, KY 31215",Belgium,friedmanemily@gmail.com,CadetBlue,Laura,female,f69044b7-f70a-495f-b4b1-a853ec7eae2d,Norton,1978,plan B,http://www.burke.org/
cbd0eba2-9cca-441e-bceb-dd189d3491e0,o,,cbd0eba2-9cca-441e-bceb-dd189d3491e0,very high,,1998-01-07 20:18:31,store a,84.19,656d9a90-8a36-4bb8-b2ea-c02cb7fb2e6e,high,0.0,,,Faroe Islands,,,,male,be2c4800-f2bc-4ec0-9602-b93456646f28,Schwartz,2005,plan A,http://www.martin.biz/
dc1a0586-f011-409d-ac36-4cbfe5150c79,R,,dc1a0586-f011-409d-ac36-4cbfe5150c79,high,,2017-08-19 22:26:17,store g,392.86,56ee2296-73e2-4cbe-88a0-1d77a1a312a6,low,1.0,,"502 Rodriguez Village
East William, TN 25156",Andorra,wanda06@ramos.com,Sienna,Courtney,female,868c1984-0bc3-42b8-8498-de441bac392e,Martin,1995,plan A,http://mcgrath.com/
86dfa348-476a-442a-865d-596f5f2f930b,W,,86dfa348-476a-442a-865d-596f5f2f930b,very high,,1992-05-31 10:43:27,store b,457.73,0c16212d-5743-484d-92fd-5818ac2690b2,neutral,0.0,,"2063 Rhonda Island
North David, PA 75306",Sudan,carteranthony@hotmail.com,LawnGreen,Anna,female,025c52bc-6dce-4dda-bf09-4cb0a93e236d,Ramirez,1986,plan A,http://www.smith.com/
e5fdb318-37a8-46aa-8de3-8bf7feddd258,X,,e5fdb318-37a8-46aa-8de3-8bf7feddd258,very low,,2018-10-25 05:34:48,store b,116.78,0a278013-3e4a-44a6-910f-aa59c44f065f,neutral,0.0,,"7162 Jason Trail
South Rachel, SC 19555",Fiji,,Beige,Tanya,female,8d2f2260-f557-42eb-8bdd-008662e488de,Mack,2017,plan A,http://mays-ware.com/
8fd7d450-f328-487c-99ca-b201dc69c7e2,u,"(Decimal('-18.837567'), Decimal('-177.734397'))",8fd7d450-f328-487c-99ca-b201dc69c7e2,very high,,2005-12-25 13:32:59,store a,293.11,5d45024b-6b9a-48c4-afaa-c6fff7002595,low,0.0,,"409 Samuel Ramp
South Alexander, ID 08895",Antarctica (the territory South of 60 deg S),michael70@gmail.com,Thistle,Vicki,male,7b401849-cc78-42cd-9642-f04d205e8852,Alvarez,1988,plan A,https://www.johnson.com/
ad8df4fb-d5ba-49a4-962a-a6743ef6d60c,Y,,ad8df4fb-d5ba-49a4-962a-a6743ef6d60c,neutral,,1970-03-26 06:18:52,store b,411.99,7e9b61df-2ef2-4269-90f3-46cbcea81e91,low,0.0,,,Pitcairn Islands,theresacohen@palmer.com,PaleGreen,Jessica,male,d35cc303-0d6c-4c84-96ca-dcb47430c22b,Aguirre,1981,plan A,https://www.meza.com/
bda261ae-56ed-4b94-9d9c-21883d5b781c,m,,bda261ae-56ed-4b94-9d9c-21883d5b781c,neutral,,1997-08-22 00:05:04,store e,19.75,25bd30b8-be40-4cd7-b607-2761eb41d845,neutral,1.0,,"72768 Danielle Lock
Port Jeffreyburgh, VT 91859",Estonia,qbarnes@ferguson.info,AntiqueWhite,Casey,female,4eec0119-1780-4f79-b3af-22aa32d2f328,Lee,1972,plan A,https://www.pearson.com/
fe1c68c7-ab8b-432b-80be-f4e3303d3666,k,,fe1c68c7-ab8b-432b-80be-f4e3303d3666,neutral,,1973-08-18 17:24:59,store a,98.4,9a002344-ef8f-4d67-aa0f-347c45cb06c7,high,1.0,,"59601 Amber Fall Apt. 639
Stephenport, AR 90355",Eritrea,stevenmendoza@yahoo.com,SteelBlue,Jeffery,,109c7919-61a8-42d4-b1a4-b11695c9608f,Short,1998,plan B,https://love.org/
4de9b5de-1875-4bef-9061-fc52fe2b66a0,u,,4de9b5de-1875-4bef-9061-fc52fe2b66a0,neutral,,2009-08-28 20:13:19,store d,73.46,9c126790-0d99-4e1a-80c5-37452652405e,very low,0.0,,"226 Teresa Ports
Chelseyborough, DC 48726",Tajikistan,vsnyder@young.com,Gainsboro,Pamela,female,eee76e33-a46d-428b-8fae-890e5d41a28a,Webb,1974,plan A,https://www.nguyen.com/
73ed332c-dfd5-4ffc-9582-b9401921f039,J,"(Decimal('-3.226477'), Decimal('179.359047'))",73ed332c-dfd5-4ffc-9582-b9401921f039,neutral,"Majority care director right almost interesting some environment.
Family Republican sell serve environment. Its knowledge support rise that. Particular drop ready meeting simple mission magazine.",2017-11-03 23:52:26,store e,338.09,d55ee5d6-bedc-43a1-a87a-ae72a8e5b1ba,neutral,1.0,,"6032 Albert Lake Apt. 440
West Karen, AZ 76702",Montserrat,dennismartinez@hotmail.com,Gainsboro,Elizabeth,male,1d9d5a6e-735d-44f9-b7ae-a8e93a937a54,Smith,2002,plan A,http://brown.net/
46f88509-9992-4c1e-9410-c79bfe8692a6,z,,46f88509-9992-4c1e-9410-c79bfe8692a6,very high,,1971-08-15 01:07:32,store g,210.92,69d31305-1ae0-4e81-b6fb-aef3b42bd2da,neutral,1.0,,,Philippines,melanieking@holmes-rivers.com,HoneyDew,Julie,female,6c06c143-131a-4d04-abbe-54ef5c16efb0,Hunt,2016,plan B,http://mays.info/
1bb4e12d-e0cd-40e2-ada0-5955b718492f,s,,1bb4e12d-e0cd-40e2-ada0-5955b718492f,neutral,,2013-12-20 08:45:45,store c,70.89,00c3943b-2a28-4a96-9f84-57b07036c55f,very high,1.0,,"4524 David Drives Suite 967
North Morganport, MO 42005",Guernsey,ricedeborah@jones-hopkins.net,SaddleBrown,Tiffany,male,6afce101-d7db-4cfb-a135-67a2830670ad,Marsh,1972,plan A,https://www.mitchell.com/
31b75598-de00-4166-b805-0855d8f7195e,k,,31b75598-de00-4166-b805-0855d8f7195e,neutral,,1979-07-08 00:10:39,store g,152.14,a954b5ab-ce96-46fb-811c-a9e7b8d8de1e,very high,0.0,Either Democrat couple contain character where. Talk difference memory others. Offer our fund call sing.,"687 Sanford Motorway
North Tracyton, CT 77411",Senegal,edward56@hicks.com,,Sierra,female,0b969454-2de5-4500-b2bf-fe96ed0ea5cc,Johnson,1975,plan A,http://cochran.com/
dae10c9c-a76e-46ea-b0e6-a14c2b97ce0c,f,"(Decimal('-64.7913235'), Decimal('-172.418986'))",dae10c9c-a76e-46ea-b0e6-a14c2b97ce0c,very high,,2004-08-04 23:42:35,store c,91.01,68579a1e-2f66-4509-a8b9-0877825206ca,low,0.0,,"484 Moreno Path Apt. 326
Thomasberg, ID 91347",Barbados,heatherdavis@yahoo.com,PaleTurquoise,Samantha,female,f351ddd1-6403-4f2f-b3bf-89adf8c7b377,Hines,2002,plan A,https://www.simon.com/
b33a11f7-9801-48ae-a726-25b059b0caef,R,"(Decimal('-25.1990655'), Decimal('41.947959'))",b33a11f7-9801-48ae-a726-25b059b0caef,neutral,,1989-11-04 00:03:40,store e,86.18,22851bbd-f38d-47eb-873a-a62334c62869,low,1.0,,"0522 Roth Summit
New Stephanie, SC 40606",Dominican Republic,dchambers@gmail.com,DarkGoldenRod,Andrew,,b83232b6-ca18-4168-9b49-a33c2e565dce,Roth,1985,plan B,
db79eb57-cb86-4cad-8b3b-2035d55888ca,k,,db79eb57-cb86-4cad-8b3b-2035d55888ca,very low,,1972-06-09 06:29:03,store c,91.3,f6696302-ad70-43c8-b2fa-0a9eb6ed3f2f,very low,1.0,,"Unit 4440 Box 9643
DPO AE 67820",British Virgin Islands,richardnorris@harper.com,Indigo,Kirk,female,7d4bf1da-3a0e-4742-b5f5-0c845e51b58d,Leblanc,1987,plan A,https://www.williams.net/
3cafc1cd-c59d-4cbc-b796-0a19d01e89a5,e,,3cafc1cd-c59d-4cbc-b796-0a19d01e89a5,neutral,,2005-08-14 04:57:59,store b,,d60094da-84d5-47ff-9a26-20e8e3558eeb,neutral,0.0,,"6096 Don Village Apt. 230
Kellymouth, AR 06904",Puerto Rico,ambermiller@parker.biz,,Alexis,female,9a03391e-1986-4e5b-ad5c-5bdd449419b4,Woodard,1981,plan B,https://lopez.biz/
a7f0ba44-af9e-468c-b51c-8bf5bfb5045c,y,,a7f0ba44-af9e-468c-b51c-8bf5bfb5045c,neutral,,1987-12-28 14:28:07,store c,452.73,a08cbc5c-b1df-4ace-9c40-8e2c0977060a,neutral,0.0,,"317 Lutz Oval Apt. 272
Mendezport, NM 55577",Heard Island and McDonald Islands,rbeck@hotmail.com,OrangeRed,Patrick,female,bba68eb2-b1f4-4c27-a337-49b0c2cf7583,Aguilar,2017,plan A,https://www.strickland-martin.com/
6988caa1-3834-48ee-a405-1926cea300fa,Z,"(Decimal('34.0072145'), Decimal('-61.179636'))",6988caa1-3834-48ee-a405-1926cea300fa,neutral,,1970-11-15 00:19:48,store a,469.05,8a390f55-3c54-424b-b4f9-db474bc04aae,high,0.0,,"339 David Squares Suite 935
Jacobstown, CO 30100",Cayman Islands,anthony14@hotmail.com,Lavender,Christine,female,b2a4d810-72e1-4650-920d-aefcb6503953,Smith,2007,plan A,https://www.fuller.com/
5280f941-14a2-4445-b07c-2303397519b3,u,,5280f941-14a2-4445-b07c-2303397519b3,,,2017-02-07 16:19:17,store d,,b22cc2ea-a57c-4970-a065-17402aaf18be,high,0.0,,"Unit 3136 Box 0310
DPO AE 79149",Malawi,teresasanchez@hotmail.com,PowderBlue,Kristin,male,88226ccb-ab32-4236-91d3-0b23b65a3a96,Boyd,1990,plan B,http://www.rivas-parks.org/
4a1bae7e-0cc0-40f5-b255-26726215619e,h,,4a1bae7e-0cc0-40f5-b255-26726215619e,very high,,1989-10-16 23:02:46,store b,34.41,31d87214-239a-4666-8377-eab4d22a18ef,neutral,1.0,,"47888 Anderson Wells
South Patrick, MT 43007",Syrian Arab Republic,julie70@bradley.com,,Jessica,female,591d902c-de21-4412-aef0-4ede9813d7a2,Navarro,1981,plan A,http://www.ware.net/
